id,name,age,country,signup_date,purchase_amount,tax,total_cost
926,User_926,,USA,2023-07-28,441.04,0.1,44.1
927,User_927,64,Japan,2020-06-10,119.96,0.05,6.0
928,User_928,70,Israel,2022-11-08,237.18,0.09,21.35
929,User_929,36,USA,2020-12-03,158.93,0.11,17.48
930,User_930,39,Israel,20210123,581.87,0.13,75.64
931,User_931,56,UK,2023-03-06,580.05,0.09,52.2
932,User_932,24,Canada,2020-11-27,768.26,0.13,99.87
757,User_757,31,USA,2023-07-02,739.37,0.17,125.69
934,User_934,45,Canada,2023-06-21,959.28,0.1,95.93
935,User_935,69,Canada,2022-04-11,216.92,0.07,15.18
936,User_936,39,India,2023-06-17,780.07,0.04,31.2
937,User_937,58,France,2022-12-28,66.21,0.15,9.93
938,User_938,20,Germany,2020-12-30,52.46,0.07,3.67
939,User_939,44,France,2021-07-02,427.84,0.05,21.39
940,User_940,62,UK,2024-07-29,489.8,0.17,83.27
941,User_941,20,Germany,2023-01-10,86.25,0.16,13.8
942,User_942,62,Germany,2021-12-10,695.4,0.11,76.49
943,User_943,49,Israel,2020-06-04,694.59,0.16,111.13
944,User_944,50,Germany,2024-10-02,875.44,0.04,35.02
945,User_945,29,India,2021-03-13,632.08,0.16,101.13
946,User_946,50,Germany,2023-11-24,559.61,0.1,55.96
947,User_947,45,USA,2022-03-31,67.82,0.1,6.78
948,User_948,34,India,2021-05-25,372.66,0.12,44.72
949,User_949,60,Canada,2022-06-08,503.95,0.11,55.43
950,User_950,53,UK,2020-08-04,458.94,0.1,45.89
951,User_951,46,Germany,2022-05-11,272.96,0.05,13.65
952,User_952,68,USA,2024-04-11,32.28,0.11,3.55
953,User_953,,India,2021-02-13,121.33,0.06,7.28
954,User_954,23,Israel,2024-01-22,750.59,0.15,112.59
955,User_955,58,Japan,2020-10-04,933.5,0.12,112.02
956,User_956,62,Israel,2022-04-04,961.44,0.09,86.53
957,User_957,35,Israel,2023-11-08,573.59,0.12,68.83
958,User_958,43,USA,2021-06-02,14.07,0.1,1.41
959,User_959,59,Israel,2024-07-06,594.46,0.15,89.17
960,User_960,35,Canada,2022-11-30,78.98,0.1,7.9
961,User_961,64,Canada,2021-09-27,514.93,0.04,20.6
962,User_962,67,UK,2023-09-14,239.28,0.05,11.96
963,User_963,53,UK,2023-04-27,683.1,0.1,68.31
964,User_964,44,France,2021-12-28,464.82,0.04,18.59
965,User_965,28,India,2023-10-21,431.3,0.16,69.01
966,User_966,27,Israel,2020-06-08,90.39,0.11,9.94
967,User_967,60,USA,2023-06-18,847.05,0.09,76.23
968,User_968,52,Japan,2021-11-13,443.23,0.18,79.78
969,User_969,69,Canada,2024-08-19,347.96,0.06,20.88
970,User_970,24,Germany,2023-10-11,924.99,0.14,129.5
971,User_971,28,Germany,2023-05-08,477.24,0.15,71.59
972,User_972,23,Japan,2020-01-14,770.21,0.15,115.53
973,User_973,29,France,2020-08-31,838.76,0.06,50.33
974,User_974,61,France,2022-04-11,513.09,0.18,92.36
975,User_975,28,Israel,2023-01-31,244.94,0.04,9.8
976,User_976,30,Japan,2020-05-28,471.94,0.16,75.51
977,User_977,33,France,2022-03-10,881.65,0.15,132.25
978,User_978,62,India,NaN,155.44,0.13,20.21
979,User_979,46,India,2024-11-21,468.22,0.08,37.46
980,User_980,39,Israel,2023-07-08,643.76,0.1,64.38
749,User_749,37,USA,2022-01-07,223.52,0.14,31.29
982,User_982,68,Japan,2022-05-04,892.96,0.05,44.65
983,User_983,39,Israel,2023-06-19,786.63,0.05,39.33
984,User_984,31,France,2020-07-06,655.03,0.07,45.85
985,User_985,67,USA,2024-08-24,328.42,0.13,42.69
986,User_986,46,Japan,2023-01-03,529.64,0.11,58.26
987,User_987,33,Germany,2024-08-22,600.74,0.09,54.07
988,User_988,46,India,2020-02-07,178.1,0.16,28.5
989,User_989,70,Israel,2022-12-02,813.84,0.11,89.52
990,User_990,22,USA,2020-12-31,181.84,0.17,30.91
991,User_991,66,UK,2020-08-10,943.46,0.12,113.22
992,User_992,38,France,2023-02-15,202.58,0.09,18.23
993,User_993,60,Israel,2021-08-22,390.81,NaN,nan
994,User_994,20,India,2022-03-31,500.06,0.04,20.0
995,User_995,23,Japan,2021-04-22,677.65,0.06,40.66
996,User_996,31,France,2022-02-23,952.74,0.08,76.22
997,User_997,59,Canada,2020-10-13,827.12,0.09,74.44
998,User_998,65,USA,2024-06-28,54.55,0.04,2.18
999,User_999,40,Canada,2020-10-23,416.33,0.15,62.45
1000,User_1000,32,Canada,2023-01-13,784.43,0.07,54.91
1001,User_1001,44,Japan,2022-03-20,657.96,0.15,98.69
1002,User_1002,30,Germany,2021-07-17,955.55,0.04,38.22
1003,User_1003,18,UK,2023-03-16,11.29,0.08,0.9
1004,User_1004,31,UK,2020-07-21,701.41,0.17,119.24
1005,User_1005,55,India,2021-01-26,979.87,N/A,176.38
1006,User_1006,38,Canada,2024-04-18,739.3,0.17,125.68
1007,User_1007,45,France,2023-03-30,711.64,0.12,85.4
1008,User_1008,25,India,2022-05-26,420.91,0.06,25.25
1009,User_1009,47,Japan,2023-09-08,605.01,0.1,60.5
1010,User_1010,64,UK,2021-12-16,260.86,0.1,26.09
1011,User_1011,51,Israel,2022-08-11,284.62,0.12,34.15
1012,User_1012,34,USA,2022-02-28,586.75,0.09,52.81
1013,User_1013,20,Germany,2021-04-29,911.99,0.12,109.44
1014,User_1014,56,India,2021-04-17,223.1,0.13,29.0
1015,User_1015,35,USA,2023-11-30,415.21,0.15,62.28
1016,User_1016,29,France,2021-12-31,218.75,0.05,10.94
1017,User_1017,30,UK,2021-04-23,124.54,0.05,6.23
1018,User_1018,54,Canada,2024-03-22,587.84,0.12,70.54
1019,User_1019,20,UK,2021-03-02,210.11,0.08,16.81
1020,User_1020,26,Japan,2020-11-29,896.6,0.11,98.63
1021,User_1021,26,India,2021-06-11,640.85,0.16,102.54
1022,User_1022,24,Germany,2021-07-11,41.38,0.08,3.31
1023,User_1023,44,Israel,2022-07-09,671.82,0.11,73.9
1024,User_1024,31,France,2022-09-29,687.38,0.07,48.12
1025,User_1025,37,India,2024-05-25,891.88,0.14,124.86
1026,User_1026,30,Japan,2021-09-04,14.4,0.04,0.58
1027,User_1027,20,Canada,2023-09-08,219.08,0.08,17.53
1028,User_1028,52,India,2020-11-12,498.5,0.12,59.82
1029,User_1029,64,Canada,2022-04-26,952.66,0.05,47.63
1030,User_1030,19,India,2020-12-03,664.83,0.15,99.72
1031,User_1031,25,India,2023-06-09,473.63,0.09,42.63
1032,User_1032,31,Canada,2023-07-29,564.03,0.11,62.04
1033,User_1033,58,Japan,2022-01-07,371.69,0.04,14.87
1034,User_1034,28,USA,2023-03-16,95.06,0.5,47.53
1035,User_1035,41,USA,2023-11-05,759.34,0.08,60.75
1036,User_1036,19,Germany,2022-07-21,362.84,0.09,32.66
1037,User_1037,21,France,2020-11-17,59.8,0.08,4.78
1038,User_1038,52,Canada,2020-08-12,400.8,0.16,64.13
599,User_599,66,Canada,2020-08-29,362.3,0.09,32.61
1040,User_1040,54,Canada,2021-08-12,751.86,0.08,60.15
1041,User_1041,27,India,2022-11-05,322.54,0.17,54.83
1042,User_1042,27,Germany,2020-01-23,821.89,0.04,32.88
1043,User_1043,43,India,2022-04-23,34.25,0.1,3.43
1044,User_1044,23,India,2021-07-22,542.76,0.08,43.42
901,User_901,29,UK,2020-10-03,436.32,0.16,69.81
1046,User_1046,27,Japan,2021-10-20,287.45,0.16,45.99
1047,User_1047,29,Japan,2022-05-08,868.09,0.12,104.17
1048,User_1048,31,Canada,2020-11-23,908.28,0.12,108.99
1049,User_1049,66,France,2020-10-05,555.46,0.08,44.44
1050,User_1050,64,France,2021-05-31,955.06,0.11,105.06
1051,User_1051,69,Israel,2023-12-09,390.34,0.14,54.65
1052,User_1052,57,USA,2024-02-26,158.62,0.16,25.38
1053,User_1053,40,USA,2024-01-10,840.61,0.09,75.65
1054,User_1054,23,India,2021-01-31,103.06,0.04,4.12
1055,User_1055,31,Canada,2022-12-14,98.16,0.05,4.91
1056,User_1056,53,France,2020-01-21,996.94,0.16,159.51
1057,User_1057,150,UK,2022-06-06,909.85,0.05,45.49
1058,User_1058,66,UK,2022-11-27,749.42,0.13,97.42
1059,User_1059,62,India,2022-05-05,308.41,0.06,18.5
1060,User_1060,65,UK,2024-09-23,731.21,0.15,109.68
1061,User_1061,49,India,2022-08-19,303.31,0.06,18.2
1062,User_1062,24,France,2022-09-25,515.94,0.16,82.55
1063,User_1063,26,USA,20221012,812.43,0.07,56.87
1064,User_1064,19,France,2023-11-06,586.02,0.14,82.04
1065,User_1065,36,Germany,2023-09-18,101.07,0.06,6.06
1066,User_1066,49,Japan,2021-07-23,136.98,0.09,12.33
1067,User_1067,45,Germany,2022-05-24,817.44,0.09,73.57
1068,User_1068,40,Germany,2022-11-04,73.76,0.04,2.95
1069,User_1069,33,USA,2021-11-14,417.95,0.08,33.44
1070,User_1070,34,UK,2020-08-01,875.47,0.13,113.81
1071,User_1071,64,UK,2022-10-08,105.34,0.12,12.64
1072,User_1072,21,Germany,2020-02-04,244.17,0.05,12.21
1073,User_1073,27,France,2024-02-08,77.75,0.16,12.44
1074,User_1074,36,Canada,2021-09-25,526.25,0.08,42.1
1075,User_1075,35,UK,NaN,955.73,0.1,95.57
1076,User_1076,67,USA,2020-05-24,889.32,0.17,151.18
1077,User_1077,39,France,2024-02-10,226.9,0.11,24.96
1078,User_1078,67,Israel,2020-09-27,159.13,0.08,12.73
1079,User_1079,56,Canada,2023-08-09,312.7,0.11,34.4
1080,User_1080,45,India,2024-05-03,838.29,0.07,58.68
1081,User_1081,49,UK,2021-01-11,792.46,0.11,87.17
1082,User_1082,38,USA,2021-11-23,670.78,0.14,93.91
1083,User_1083,37,Germany,20220410,134.93,0.08,10.79
1084,User_1084,48,UK,2020-07-10,801.15,0.15,120.17
1085,User_1085,70,Israel,2022-10-11,851.77,0.07,59.62
1086,User_1086,20,UK,2022-11-30,983.72,0.06,59.02
1087,User_1087,22,UK,2023-05-04,902.43,0.08,72.19
921,User_921,58,Israel,2020-06-02,400.04,0.15,60.01
1089,User_1089,38,Israel,2024-09-29,449.46,0.08,35.96
1090,User_1090,19,UK,2020-11-09,774.82,0.08,61.99
1091,User_1091,47,UK,2024-04-16,216.34,0.09,19.47
97,User_97,44,France,2022-11-08,737.76,0.15,110.66
1093,User_1093,41,Israel,2022-09-13,391.91,0.09,35.27
1094,User_1094,44,USA,2021-05-21,368.47,0.18,66.32
1095,User_1095,31,Canada,2023-10-24,206.02,0.17,35.02
1096,User_1096,48,Germany,2021-09-16,354.23,0.15,53.13
1097,User_1097,58,Israel,2021-12-09,346.54,0.13,45.05
1098,User_1098,57,UK,2021-09-24,376.96,0.18,67.85
1099,User_1099,65,USA,2021-01-22,574.94,0.11,63.24
1100,User_1100,150,UK,2024-03-23,680.57,0.04,27.22
1101,User_1101,24,Israel,2021-10-11,891.11,0.06,53.47
1102,User_1102,40,Germany,2021-11-22,659.15,0.16,105.46
1103,User_1103,35,India,2024-04-29,879.0,0.11,96.69
1104,User_1104,44,India,2020-03-09,628.03,0.1,62.8
1105,User_1105,26,USA,2022-05-28,167.6,0.11,18.44
1106,User_1106,54,Canada,2023-02-03,352.28,0.17,59.89
1107,User_1107,39,France,2020-01-20,306.06,0.15,45.91
1108,User_1108,23,France,2023-03-14,20000,0.1,2000.0
1109,User_1109,60,Germany,2020-07-14,286.05,0.12,34.33
1110,User_1110,70,Japan,2023-01-13,913.14,0.08,73.05
1111,User_1111,56,Canada,2023-05-28,984.7,0.06,59.08
1112,User_1112,65,Canada,2024-06-03,78.16,0.07,5.47
1113,User_1113,60,Germany,2024-11-30,734.17,0.09,66.08
1114,User_1114,44,Canada,2021-01-25,921.92,0.12,110.63
1115,User_1115,51,Israel,2022-06-08,967.25,0.07,67.71
1116,User_1116,50,Israel,2023-06-29,456.54,0.05,22.83
1117,User_1117,22,Israel,2023-06-12,878.96,0.05,43.95
1118,User_1118,32,UK,2020-05-01,324.57,0.04,12.98
1119,User_1119,29,France,2023-08-08,818.77,0.17,139.19
1120,User_1120,47,Israel,2022-11-27,269.15,0.14,37.68
1121,User_1121,58,India,2020-07-04,926.75,0.1,92.68
1122,User_1122,44,India,2022-06-28,223.96,0.04,8.96
1123,User_1123,59,UK,2023-12-22,737.28,0.17,125.34
1124,User_1124,54,Israel,2024-02-04,806.18,0.16,128.99
1125,User_1125,29,Japan,2022-09-09,806.23,0.1,80.62
1126,User_1126,33,USA,2023-11-12,987.98,0.05,49.4
1127,User_1127,28,Israel,2022-02-07,313.27,0.13,40.73
1128,User_1128,19,India,2023-10-03,621.91,0.1,62.19
1129,User_1129,62,Canada,2021-06-01,650.85,0.13,84.61
1130,User_1130,58,India,2020-04-17,742.58,0.1,74.26
1131,User_1131,70,UK,2020-12-05,883.71,0.09,79.53
1132,User_1132,41,Canada,2020-12-19,611.69,0.09,55.05
1133,User_1133,47,France,2020-01-11,696.89,0.12,83.63
1134,User_1134,63,Canada,2022-12-29,697.1,0.11,76.68
1135,User_1135,44,Canada,2022-08-05,127.29,0.12,15.27
1136,User_1136,61,India,2020-10-02,182.85,0.14,25.6
1137,User_1137,53,Japan,2021-05-31,199.16,0.14,27.88
1138,User_1138,28,UK,2024-06-05,847.7,0.14,118.68
1139,User_1139,32,France,2022-03-23,264.9,0.06,15.89
1140,User_1140,24,UK,2023-06-26,755.01,0.15,113.25
1141,User_1141,20,Israel,2021-06-27,508.09,0.08,40.65
1142,User_1142,33,France,2022-07-16,905.8,0.11,99.64
1143,User_1143,54,Japan,2022-07-22,390.9,0.13,50.82
1144,User_1144,52,India,2022-02-23,199.2,0.13,25.9
1145,User_1145,60,India,2023-03-11,188.7,0.15,28.3
1146,User_1146,18,USA,2023-02-03,609.02,0.11,66.99
1147,User_1147,62,USA,2022-01-31,939.35,0.13,122.12
1148,User_1148,52,Germany,2024-09-04,437.89,0.16,70.06
1149,User_1149,56,Japan,2022-02-05,71.34,0.15,10.7
1150,User_1150,29,UK,2023-01-15,531.92,0.15,79.79
1151,User_1151,59,Israel,2022-07-08,221.29,0.11,24.34
1152,User_1152,52,Canada,2024-07-06,890.36,0.08,71.23
1153,User_1153,63,France,2023-06-05,370.7,0.04,14.83
1154,User_1154,58,Canada,2023-12-26,902.16,0.16,144.35
1155,User_1155,39,France,2023-01-12,122.54,0.11,13.48
1156,User_1156,47,Japan,2022-01-28,689.06,0.12,82.69
1157,User_1157,24,Japan,2023-11-21,336.17,0.11,36.98
350,User_350,62,India,2022-10-24,514.53,0.07,36.02
1159,User_1159,35,France,2022-09-05,638.16,0.14,89.34
1160,User_1160,42,Canada,2022-10-09,201.44,0.17,34.24
1161,User_1161,32,Israel,2024-02-23,36.32,0.04,1.45
1162,User_1162,31,Canada,2024-04-03,723.84,0.09,65.15
1163,User_1163,49,USA,2023-02-09,284.59,0.16,45.53
1164,User_1164,65,Japan,2023-12-05,902.07,0.16,144.33
1165,User_1165,23,Canada,2022-05-30,952.46,0.12,114.3
1166,User_1166,55,Canada,2023-09-19,322.73,0.14,45.18
1167,User_1167,22,Canada,2022-08-01,258.75,0.13,33.64
1168,User_1168,20,Canada,2021-01-16,709.38,0.11,78.03
1169,User_1169,27,USA,2023-11-16,739.77,0.18,133.16
1170,User_1170,35,USA,2020-08-25,802.18,0.07,56.15
1171,User_1171,19,Germany,2020-09-24,375.1,0.17,63.77
1172,User_1172,65,Germany,2020-04-20,440.52,0.16,70.48
1173,User_1173,67,Germany,2024-08-06,802.99,0.15,120.45
1174,User_1174,33,India,2023-10-04,134.66,0.1,13.47
1175,User_1175,55,USA,2021-12-04,524.07,0.11,57.65
1176,User_1176,56,Canada,2021-04-17,760.59,0.04,30.42
1177,User_1177,43,India,2020-05-28,473.17,0.15,70.98
1178,User_1178,50,UK,2023-06-15,432.75,0.08,34.62
1179,User_1179,28,USA,2023-08-19,997.8,0.1,99.78
1180,User_1180,47,Canada,2024-03-19,230.78,0.15,34.62
1181,User_1181,48,UK,2020-10-02,341.15,0.09,30.7
1182,User_1182,44,Germany,2020-10-17,217.41,0.13,28.26
1183,User_1183,27,Japan,2020-05-12,792.42,0.1,79.24
1184,User_1184,29,USA,2022-04-16,420.54,0.16,67.29
1185,User_1185,66,UK,2023-12-01,149.28,0.13,19.41
1186,User_1186,43,UK,2022-08-23,897.36,0.15,134.6
271,User_271,50,India,2020-02-10,217.16,0.14,30.4
1188,User_1188,64,France,2020-11-12,360.38,0.08,28.83
1189,User_1189,42,UK,2022-11-22,807.48,0.09,72.67
1190,User_1190,48,Germany,2023-01-03,518.76,0.13,67.44
1191,User_1191,23,India,2022-04-08,816.09,0.11,89.77
1192,User_1192,70,Israel,2023-06-13,123.73,0.08,9.9
1193,User_1193,57,Canada,2021-07-27,233.68,0.07,16.36
57,User_57,18,France,2021-10-01,34.46,0.06,2.07
1195,User_1195,22,Germany,2023-08-26,404.97,0.13,52.65
1196,User_1196,64,Germany,2020-10-18,427.99,0.12,51.36
1197,User_1197,60,USA,2022-12-28,582.72,0.09,52.44
1198,User_1198,32,Israel,2022-03-21,69.52,0.07,4.87
1199,User_1199,34,India,2020-09-08,693.89,0.1,69.39
1200,User_1200,38,UK,2023-04-02,109.59,0.12,13.15
1201,User_1201,58,India,2022-09-30,633.18,0.05,31.66
1202,User_1202,27,Israel,2020-08-16,519.72,0.11,57.17
1203,User_1203,53,Japan,2023-11-05,649.07,0.07,45.43
1204,User_1204,18,USA,2023-10-26,521.96,0.13,67.85
1205,User_1205,60,Canada,2021-07-01,282.32,0.13,36.7
1206,User_1206,63,Canada,2023-08-24,184.91,,29.59
1207,User_1207,61,Japan,2021-09-09,970.59,0.06,58.24
1208,User_1208,67,UK,2023-07-25,115.08,0.12,13.81
1209,User_1209,34,France,2020-11-05,473.83,0.1,47.38
1210,User_1210,56,India,2024-07-28,689.54,0.16,110.33
1211,User_1211,32,France,2020-01-21,423.39,0.08,33.87
1212,User_1212,20,UK,2024-05-19,292.4,0.12,35.09
1213,User_1213,28,Israel,2023-05-16,774.19,1.0,774.19
1214,User_1214,56,Germany,2022-06-26,582.52,0.13,75.73
1215,User_1215,19,India,2020-05-28,560.73,0.13,72.89
1216,User_1216,30,Israel,2021-06-03,239.92,0.12,28.79
1217,User_1217,68,USA,2024-01-25,725.92,0.12,87.11
1218,User_1218,68,USA,2024-08-01,777.29,0.13,101.05
1219,User_1219,40,India,2021-07-25,348.65,0.08,27.89
1220,User_1220,31,France,2024-11-22,311.13,0.17,52.89
1221,User_1221,70,France,2024-05-09,182.89,0.1,18.29
1222,User_1222,54,Canada,2020-04-14,206.33,0.13,26.82
1223,User_1223,41,USA,2020-05-20,N/A,0.05,3.32
814,User_814,37,India,2023-03-13,325.9,0.16,52.14
1225,User_1225,33,Canada,2021-05-11,537.9,0.14,75.31
1226,User_1226,59,Japan,2023-01-20,273.47,0.13,35.55
1227,User_1227,29,Germany,2024-06-21,99.29,0.08,7.94
1228,User_1228,40,UK,2022-01-31,881.28,0.14,123.38
1229,User_1229,47,USA,2023-12-31,42.71,0.17,7.26
1230,NaN,40,Japan,2024-06-03,845.22,0.11,92.97
1231,User_1231,32,France,2020-02-05,638.96,0.12,76.68
1232,User_1232,48,Israel,2020-05-03,742.27,0.14,103.92
1233,User_1233,54,Israel,2020-02-18,655.56,0.16,104.89
1234,User_1234,32,Canada,2020-11-17,383.52,0.16,61.36
1235,User_1235,48,Canada,2023-11-21,321.23,0.12,38.55
1236,User_1236,51,UK,2024-10-10,356.51,0.07,24.96
1237,User_1237,30,Canada,2022-01-17,743.86,0.08,59.51
1238,User_1238,62,Germany,2022-06-21,827.3,0.07,57.91
1239,User_1239,37,Canada,2022-07-19,322.73,0.07,22.59
1240,User_1240,51,Germany,2024-05-06,721.89,0.05,36.09
1241,User_1241,50,Canada,2021-03-11,105.0,0.11,11.55
1242,User_1242,67,Germany,2023-03-09,564.86,0.04,22.59
1243,User_1243,42,India,2021-09-26,715.24,0.12,85.83
1244,User_1244,37,Japan,2020-06-04,863.39,0.15,129.51
1245,User_1245,53,Israel,2023-03-12,813.62,0.08,65.09
1246,User_1246,34,USA,2021-08-17,34.38,0.12,4.13
1247,User_1247,38,Israel,2023-08-31,918.06,0.14,128.53
1248,User_1248,25,France,2023-06-07,334.61,0.17,56.88
1249,User_1249,38,UK,2023-09-26,765.84,5.0,3829.2
1250,User_1250,60,Japan,2024-09-14,960.08,0.08,76.81
1251,User_1251,21,Israel,2023-10-27,86.95,0.12,10.43
1252,User_1252,49,France,2023-09-17,651.8,0.1,65.18
1253,User_1253,52,Canada,2021-02-09,497.67,0.16,79.63
1254,User_1254,28,France,2021-11-04,24.11,0.09,2.17
1255,User_1255,50,UK,2021-11-11,575.11,0.14,80.52
1256,User_1256,68,USA,2020-11-02,845.4,0.1,84.54
1257,User_1257,32,Canada,2024-09-16,574.27,0.06,34.46
1258,User_1258,55,Israel,2020-01-21,460.85,0.12,55.3
1259,User_1259,54,France,2024-10-22,313.86,0.11,34.52
1260,User_1260,37,Israel,2020-01-16,242.37,0.11,26.66
1261,NaN,23,India,2021-06-27,131.44,0.05,6.57
1262,User_1262,70,Japan,2024-07-14,325.27,0.07,22.77
1263,User_1263,19,Canada,2024-07-26,214.24,0.09,19.28
1264,User_1264,19,UK,2020-08-18,807.46,0.15,121.12
1265,User_1265,38,France,2020-12-13,349.37,0.15,52.41
178,User_178,57,USA,2021-05-29,488.02,0.05,24.4
1267,User_1267,25,UK,2020-05-03,107.6,0.09,9.68
1268,User_1268,43,Japan,2021-05-08,949.37,0.08,75.95
282,User_282,53,Japan,2024-07-08,898.58,0.05,44.93
1270,User_1270,36,Japan,2020-01-20,526.43,0.1,52.64
1271,User_1271,21,Germany,2020-12-30,583.6,NaN,nan
1272,User_1272,55,India,2023-03-29,604.91,0.12,72.59
1273,User_1273,20,UK,2023-08-12,258.62,0.08,20.69
1274,User_1274,26,Germany,2022-04-08,579.45,0.11,63.74
1275,User_1275,19,UK,2022-08-05,96.27,0.1,9.63
300,User_300,39,Japan,2020-06-11,687.73,0.06,41.26
1277,User_1277,24,UK,NaN,838.11,0.1,83.81
1278,User_1278,20,USA,2022-05-10,200.69,0.13,26.09
1279,User_1279,18,Israel,2020-10-07,670.67,0.12,80.48
1280,User_1280,30,Canada,2020-12-13,130.38,0.11,14.34
1281,User_1281,23,Germany,2020-04-15,873.55,0.17,148.5
1282,User_1282,52,Canada,2020-06-03,794.81,0.13,103.33
1283,User_1283,61,Canada,2024-10-26,658.59,0.12,79.03
1284,User_1284,18,France,2020-12-22,61.14,0.11,6.73
1285,User_1285,55,Japan,2023-12-07,431.7,0.15,64.75
1286,User_1286,63,Israel,2022-05-10,889.91,0.11,97.89
1287,User_1287,31,Japan,2024-01-11,886.37,0.17,150.68
1288,User_1288,66,India,2021-09-02,386.37,0.12,46.36
1289,User_1289,38,Canada,2021-06-18,986.01,0.11,108.46
1290,User_1290,70,UK,2020-12-27,662.08,0.1,66.21
1291,User_1291,65,Canada,2020-02-13,426.65,0.12,51.2
1292,User_1292,25,Canada,2024-06-03,416.56,0.05,20.83
1293,User_1293,55,Japan,2022-11-13,842.49,0.11,92.67
820,User_820,31,Canada,2022-12-12,246.56,0.06,14.79
1295,User_1295,53,France,2020-11-04,834.2,0.17,141.81
1296,User_1296,49,USA,2023-07-23,280.28,0.07,19.62
1297,User_1297,43,USA,2021-04-15,961.55,0.08,76.92
1298,User_1298,19,Japan,2023-12-02,275.6,0.07,19.29
1299,User_1299,64,USA,2020-04-01,498.47,0.04,19.94
1300,User_1300,39,France,2021-11-11,905.88,0.12,108.71
1301,User_1301,19,Germany,2020-04-04,210.73,0.17,35.82
1302,User_1302,59,Japan,2023-12-20,477.32,0.14,66.82
1303,User_1303,55,UK,2022-08-21,244.62,0.1,24.46
1304,User_1304,60,UK,2021-01-24,480.89,0.04,19.24
1305,User_1305,51,Canada,2021-11-17,391.36,0.18,70.44
1306,User_1306,24,Japan,2020-07-17,398.02,0.17,67.66
1307,User_1307,67,Japan,2024-07-15,453.23,0.09,40.79
1308,User_1308,27,UK,2022-01-28,102.07,0.06,6.12
1309,User_1309,61,India,2023-01-09,851.81,0.05,42.59
1310,User_1310,39,India,2024-07-21,563.94,0.16,90.23
1311,User_1311,18,Israel,2023-06-26,901.59,0.1,90.16
1312,User_1312,37,USA,2024-11-05,NaN,0.11,nan
1313,User_1313,57,USA,2023-07-04,189.7,0.12,22.76
1314,User_1314,65,Canada,2023-09-16,743.42,0.07,52.04
1315,User_1315,33,Germany,2022-01-02,190.79,0.17,32.43
1316,User_1316,31,India,2023-05-25,77.44,0.17,13.16
1317,User_1317,68,Japan,2023-01-11,611.83,0.11,67.3
1318,User_1318,52,India,2021-02-26,783.27,0.08,62.66
1319,User_1319,46,UK,2021-12-08,178.84,0.09,16.1
117,User_117,38,France,2021-06-21,852.58,0.08,68.21
1321,User_1321,53,Canada,2023-12-23,673.33,0.16,107.73
1322,User_1322,18,Japan,2021-12-11,834.79,0.08,66.78
1323,User_1323,54,UK,2022-07-11,328.56,0.07,23.0
1324,User_1324,44,UK,2022-12-18,47.64,0.14,6.67
1325,User_1325,66,Israel,2024-11-28,155.99,0.17,26.52
1326,User_1326,21,India,2024-09-29,585.72,0.07,41.0
1327,User_1327,63,Canada,2023-06-06,192.79,0.07,13.5
1328,User_1328,56,Israel,2024-05-29,20.92,0.08,1.67
1329,User_1329,59,Japan,2023-09-01,390.59,0.14,54.68
1330,User_1330,18,India,2024-01-11,545.86,0.15,81.88
1331,User_1331,69,Canada,2023-08-20,667.77,0.14,93.49
1332,User_1332,38,India,2023-12-01,299.02,0.05,14.95
1333,User_1333,56,Japan,2023-04-03,858.31,0.06,51.5
1334,User_1334,38,UK,2020-02-26,711.07,0.06,42.66
1335,User_1335,35,Japan,2021-07-21,643.14,0.11,70.75
1336,User_1336,35,UK,2020-09-26,53.52,0.06,3.21
1337,User_1337,70,Canada,2020-06-04,450.97,0.07,31.57
1338,User_1338,undefined,Germany,2023-10-14,133.38,0.08,10.67
1339,User_1339,51,Japan,2024-02-08,905.91,0.1,90.59
1340,User_1340,68,Germany,2024-04-30,496.36,0.12,59.56
1341,User_1341,40,Canada,2021-08-07,591.45,0.11,65.06
1342,User_1342,49,Israel,2022-08-02,636.92,0.15,95.54
1343,User_1343,41,Japan,2024-08-18,776.13,0.14,108.66
1344,User_1344,32,Canada,2023-08-16,165.32,0.06,9.92
1345,User_1345,65,USA,2023-07-21,646.5,0.09,58.18
1346,User_1346,61,Japan,2021-06-21,29.24,0.15,4.39
1347,User_1347,999,Japan,2023-09-05,662.7,0.17,112.66
1348,User_1348,64,Germany,2024-07-30,588.64,0.07,41.2
1349,User_1349,59,USA,2023-02-05,376.89,0.1,37.69
1350,User_1350,31,Israel,2023-05-30,392.7,0.13,51.05
1351,User_1351,-5,UK,2021-11-04,881.21,0.05,44.06
1352,User_1352,69,Canada,2021-10-18,811.46,0.12,97.38
1353,User_1353,66,France,2021-09-30,922.87,0.1,92.29
1354,User_1354,62,India,2022-11-29,412.62,0.11,45.39
1355,User_1355,55,Germany,2022-11-14,423.48,0.04,16.94
1356,User_1356,34,Israel,2024-08-25,13.09,0.04,0.52
1357,User_1357,51,UK,2021-08-18,380.45,0.06,22.83
1358,User_1358,22,Germany,2023-10-19,588.12,0.15,88.22
1359,User_1359,61,Japan,2020-09-25,884.61,0.09,79.61
1360,User_1360,64,USA,2020-04-13,473.01,0.04,18.92
1361,User_1361,39,Japan,2024-01-24,70.23,0.1,7.02
862,NaN,61,Canada,2024-03-09,88.79,0.09,7.99
1363,User_1363,54,India,2021-06-13,434.37,0.06,26.06
1364,User_1364,32,Israel,2024-09-10,420.81,0.04,16.83
